route_avg_temp,route_avg_wind_speed,route_avg_precip,route_avg_humidity,route_avg_visibility,route_avg_pressure,origin_avg_temp,origin_avg_wind_speed,origin_avg_precip,origin_avg_humidity,origin_avg_visibility,origin_avg_pressure,dest_avg_temp,dest_avg_wind_speed,dest_avg_precip,dest_avg_humidity,dest_avg_visibility,dest_avg_pressure,truck_age,load_capacity_pounds,mileage_mpg,age,experience,average_speed_mph,avg_no_of_vehicles,distance,average_hours,route_description,origin_description,dest_description,accident,fuel_type,gender,driving_style,ratings,is_midnight,delay
60.5,14.0,0.0,56.75,6.0,1007.0,57.791666666666664,6.854166666666667,0.0,54.625,6.0,1012.0625,63.041666666666664,2.9166666666666665,0.0,65.58333333333333,6.0,1020.5416666666666,6,6000.0,17,43,8,60.05,1748.7083333333333,2184.7,43.69,Overcast,Sunny,Clear,1,gas,male,proactive,7,1,0
58.75,4.0,0.0,55.5,6.0,1012.25,28.541666666666668,10.125,0.0,82.25,4.458333333333333,1026.4583333333333,15.791666666666666,8.291666666666666,0.0,83.16666666666667,5.875,1028.5833333333333,7,3000.0,23,41,1,50.48,1522.4166666666667,214.41,4.29,Patchy rain possible,Moderate snow,Clear,1,diesel,male,conservative,3,0,0
65.75,7.75,0.0,55.25,6.0,1015.25,44.166666666666664,8.125,0.0,90.83333333333333,5.791666666666667,1018.9166666666666,57.541666666666664,5.75,0.0,85.58333333333333,2.5833333333333335,1024.4583333333333,9,6000.0,24,49,14,64.97,1603.4583333333333,446.12,8.92,Clear,Clear,Light drizzle,0,diesel,male,Unknown,8,0,0
60.75,8.0,0.0,74.5,5.0,1007.25,28.333333333333332,12.125,0.05416666666666667,92.91666666666667,2.625,1012.375,35.166666666666664,6.708333333333333,0.020833333333333332,70.20833333333333,5.625,1020.7083333333334,6,6000.0,17,43,4,59.04,437.5416666666667,474.14,9.48,Light rain,Heavy snow,Overcast,1,gas,male,proactive,2,0,0
86.0,6.25,0.025,64.75,5.0,1013.75,37.791666666666664,8.375,0.0,69.04166666666667,5.25,1010.4166666666666,39.083333333333336,6.333333333333333,0.0,69.125,6.0,1010.875,12,3000.0,25,52,21,60.99,1473.0416666666667,341.93,6.84,Light rain shower,Partly cloudy,Cloudy,0,diesel,male,proactive,4,0,0
38.0,9.5,0.0,89.75,4.25,1025.75,13.083333333333334,11.916666666666666,0.02916666666666667,94.125,1.4583333333333333,1007.8333333333334,28.458333333333332,6.583333333333333,0.0,46.791666666666664,6.0,1018.75,13,15000.0,18,46,4,57.31,342.9166666666667,638.89,12.78,Clear,Heavy snow,Clear,1,gas,male,conservative,3,0,1
71.0,5.5,0.0,84.75,6.0,1016.5,11.125,7.5,0.0,87.625,6.0,1028.2083333333333,23.5,5.791666666666667,0.0,44.75,6.0,1030.8333333333333,9,15000.0,17,60,16,39.7,1724.3333333333333,456.29,9.13,Clear,Sunny,Partly cloudy,0,gas,male,conservative,7,0,1
59.5,9.5,0.0,66.75,6.0,1020.5,18.916666666666668,10.375,0.004166666666666667,78.79166666666667,4.041666666666667,1024.3333333333333,34.208333333333336,14.125,0.012500000000000002,85.04166666666667,5.708333333333333,1018.0833333333334,7,15000.0,26,40,8,46.78,973.25,381.12,7.62,Clear,Heavy snow,Overcast,1,diesel,male,conservative,7,0,0
41.0,9.0,0.0,54.25,5.75,1011.75,39.0,10.708333333333334,0.05000000000000001,91.45833333333333,3.0416666666666665,1005.8333333333334,35.458333333333336,13.875,0.016666666666666666,88.79166666666667,2.9166666666666665,1007.4583333333334,10,6000.0,13,46,5,48.11,1130.25,167.91,3.36,Light snow,Moderate rain,Overcast,0,gas,male,conservative,3,0,1
52.75,10.5,0.0,82.5,6.0,1014.25,9.708333333333334,12.083333333333334,0.0,95.29166666666667,3.5,1021.8333333333334,34.208333333333336,14.125,0.012500000000000002,85.04166666666667,5.708333333333333,1018.0833333333334,10,3000.0,26,43,6,64.11,1322.4166666666667,563.66,11.27,Partly cloudy,Heavy snow,Overcast,0,diesel,male,proactive,8,0,0
71.75,9.0,0.0,78.75,6.0,1014.5,9.708333333333334,12.083333333333334,0.0,95.29166666666667,3.5,1021.8333333333334,23.458333333333332,11.583333333333334,0.004166666666666667,82.04166666666667,5.333333333333333,1022.875,10,6000.0,25,50,6,57.66,1339.0833333333333,554.39,11.09,Clear,Heavy snow,Overcast,1,diesel,male,proactive,3,0,0
76.25,7.0,0.0,28.75,6.0,1010.75,30.208333333333332,10.25,0.0,84.20833333333333,5.25,1026.4583333333333,14.625,6.333333333333333,0.0,83.91666666666667,5.25,1029.9166666666667,7,10000.0,22,44,7,62.2,1788.6666666666667,257.42,5.15,Clear,Overcast,Partly cloudy,0,diesel,male,proactive,8,0,0
75.5,5.25,0.0,68.75,6.0,1013.0,32.375,12.25,0.025000000000000005,91.25,4.75,1016.6666666666666,18.75,3.125,0.0,68.20833333333333,6.0,1035.9583333333333,12,6000.0,16,50,15,41.8,1522.0833333333333,640.97,12.82,Clear,Moderate rain,Sunny,1,gas,male,conservative,6,0,0
56.0,6.0,0.025,77.5,5.25,1015.0,36.916666666666664,7.166666666666667,0.0,78.41666666666667,5.208333333333333,1024.2916666666667,75.75,11.25,0.0,72.0,6.0,1015.5833333333334,9,20000.0,18,50,10,38.81,1664.4166666666667,1758.52,35.17,Moderate or heavy rain shower,Partly cloudy,Sunny,0,gas,male,conservative,3,1,0
32.5,8.0,0.0,77.25,6.0,1019.5,44.958333333333336,8.75,0.0,79.54166666666667,6.0,1010.7916666666666,75.75,11.25,0.0,72.0,6.0,1015.5833333333334,8,15000.0,19,52,17,47.26,1826.25,1664.76,33.3,Overcast,Overcast,Sunny,0,gas,male,conservative,8,1,0
59.0,9.0,0.0,51.0,3.75,1011.25,59.916666666666664,12.25,0.0,45.333333333333336,6.0,1018.9583333333334,25.166666666666668,12.5,0.0,70.08333333333333,6.0,1021.625,7,3000.0,26,46,6,65.28,1748.2916666666667,1351.18,27.02,Light drizzle,Clear,Sunny,1,diesel,male,Unknown,3,1,1
57.0,9.25,0.025,88.5,5.25,1013.0,-2.2083333333333335,7.125,0.0,90.125,5.625,1025.6666666666667,27.041666666666668,11.0,0.0,69.41666666666667,5.791666666666667,1013.5416666666666,10,4000.0,23,48,7,63.05,1819.5833333333333,595.88,11.92,Clear,Light snow,Clear,1,diesel,male,proactive,2,0,0
35.5,4.0,0.0,70.75,6.0,1017.75,56.833333333333336,5.875,0.0,93.20833333333333,3.2083333333333335,1017.5416666666666,40.083333333333336,9.958333333333334,0.0,93.41666666666667,6.0,1015.9583333333334,9,15000.0,24,50,17,60.09,1374.0416666666667,873.53,17.47,Clear,Cloudy,Partly cloudy,1,diesel,male,proactive,7,1,1
56.0,5.75,0.0,90.5,4.25,1022.0,47.833333333333336,9.041666666666666,0.04583333333333334,85.58333333333333,4.958333333333333,1005.0833333333334,37.416666666666664,10.0,0.012500000000000002,92.70833333333333,4.75,1003.8333333333334,10,4000.0,15,41,16,58.1,1764.5416666666667,155.49,3.11,Patchy light drizzle,Moderate rain,Light rain,0,gas,male,proactive,7,0,0
63.5,14.0,0.07500000000000001,78.0,4.75,1005.75,28.583333333333332,8.291666666666666,0.008333333333333333,62.041666666666664,5.25,1018.7083333333334,31.375,4.125,0.0,78.95833333333333,3.7916666666666665,1012.4583333333334,11,10000.0,14,51,23,63.35,1403.3333333333333,1638.63,32.77,Heavy rain,Overcast,Patchy heavy snow,1,gas,male,Unknown,9,1,1
79.0,6.25,0.0,74.75,6.0,1017.75,22.208333333333332,16.875,0.0,89.95833333333333,2.0833333333333335,1019.125,10.5,9.375,0.004166666666666667,83.625,4.333333333333333,1028.6666666666667,12,6000.0,27,49,16,49.47,613.9166666666666,242.23,4.84,Cloudy,Blowing snow,Heavy snow,1,diesel,male,conservative,4,0,0
53.5,6.75,0.0,80.0,6.0,1012.0,26.041666666666668,10.5,0.0,80.625,5.25,1027.4166666666667,55.0,8.875,0.0,69.91666666666667,6.0,1016.0416666666666,14,6000.0,22,50,12,40.08,1725.5833333333333,788.25,15.76,Clear,Light snow,Cloudy,1,diesel,male,conservative,8,0,0
54.25,3.75,0.0,79.5,4.0,1015.5,7.916666666666667,4.875,0.0,80.75,5.0,1029.5,58.0,9.833333333333334,0.0,71.875,6.0,1020.0833333333334,13,4000.0,14,46,15,61.52,1661.8333333333333,863.47,17.27,Mist,Clear,Overcast,1,gas,male,Unknown,4,1,0
72.0,4.25,0.0,52.75,6.0,1015.75,9.083333333333334,8.5,0.0,83.58333333333333,4.958333333333333,1029.375,28.083333333333332,5.208333333333333,0.03333333333333333,91.29166666666667,3.2916666666666665,1017.375,7,15000.0,17,46,12,44.43,1646.2083333333333,741.88,14.84,Partly cloudy,Sunny,Heavy snow,0,gas,male,conservative,6,0,0
72.0,9.5,0.0,58.5,3.75,1012.5,39.0,9.958333333333334,0.0,82.20833333333333,6.0,1022.9166666666666,31.666666666666668,10.125,0.0,83.45833333333333,5.5,1026.2083333333333,11,4000.0,25,44,16,39.32,1874.7083333333333,229.5,4.59,Light drizzle,Overcast,Light snow,0,diesel,male,conservative,4,0,1
29.5,4.0,0.0,77.5,2.0,1026.0,30.291666666666668,10.5,0.0,89.16666666666667,5.375,1015.0833333333334,47.708333333333336,6.208333333333333,0.016666666666666666,94.20833333333333,3.9583333333333335,1013.2916666666666,14,3000.0,17,46,8,47.17,1715.5416666666667,273.0,5.46,Heavy snow,Overcast,Overcast,1,gas,male,conservative,4,0,0
40.25,8.5,0.0,92.75,6.0,1012.5,26.041666666666668,10.5,0.0,80.625,5.25,1027.4166666666667,12.5,12.166666666666666,0.0,57.375,6.0,1032.3333333333333,8,3000.0,18,39,5,47.22,1717.25,235.89,4.72,Clear,Light snow,Overcast,0,gas,male,conservative,3,0,0
54.5,6.75,0.0,71.75,4.75,1006.25,39.916666666666664,4.583333333333333,0.012500000000000002,76.79166666666667,5.791666666666667,1021.6666666666666,75.375,9.958333333333334,0.0,56.458333333333336,6.0,1013.5416666666666,11,15000.0,26,47,4,42.68,1722.0,9867.19,197.34,Clear,Overcast,Clear,1,diesel,male,conservative,4,1,1
54.75,13.5,0.0,51.75,6.0,1015.5,-11.791666666666666,5.541666666666667,0.0,74.83333333333333,3.5416666666666665,1030.25,17.166666666666668,8.5,0.0,28.875,6.0,1029.125,13,6000.0,16,45,9,49.41,830.7916666666666,788.25,15.76,Partly cloudy,Heavy snow,Partly cloudy,1,gas,male,conservative,2,0,0
70.75,5.75,0.0,69.5,6.0,1012.25,25.458333333333332,13.208333333333334,0.0,60.375,4.0,1017.5416666666666,31.291666666666668,10.833333333333334,0.0,43.125,6.0,1017.2083333333334,8,4000.0,22,41,12,46.84,1587.625,135.26,2.71,Clear,Blizzard,Sunny,0,Unknown,female,conservative,8,0,0
72.5,2.25,0.0,35.5,6.0,1012.75,38.0,4.75,0.0,64.125,6.0,1027.0833333333333,11.125,7.5,0.0,87.625,6.0,1028.2083333333333,6,6000.0,17,51,14,58.7,1768.1666666666667,926.26,18.53,Clear,Clear,Sunny,0,gas,male,proactive,5,1,0
56.5,7.75,0.0,35.75,6.0,1021.75,-6.666666666666667,14.791666666666666,0.0,72.08333333333333,4.208333333333333,1015.125,74.5,8.041666666666666,0.0,10.25,6.0,1013.7083333333334,11,10000.0,17,52,24,45.23,1430.0,6158.1,123.16,Clear,Overcast,Sunny,1,gas,male,conservative,8,1,1
63.75,8.0,0.0,78.0,6.0,1013.75,57.791666666666664,6.854166666666667,0.0,54.625,6.0,1012.0625,46.875,6.166666666666667,0.008333333333333333,81.125,4.416666666666667,1009.4166666666666,11,4000.0,24,49,13,41.78,1740.375,2324.09,46.48,Light rain shower,Sunny,Patchy light drizzle,1,diesel,male,conservative,8,1,0
66.0,4.25,0.0,79.75,5.5,1014.25,34.208333333333336,3.125,0.0,94.79166666666667,2.25,1019.9583333333334,49.083333333333336,10.416666666666666,0.0,94.16666666666667,5.791666666666667,1003.8333333333334,7,3000.0,21,47,12,59.33,816.25,939.23,18.78,Partly cloudy,Fog,Cloudy,1,diesel,male,proactive,6,1,1
71.75,9.75,0.0,55.0,5.5,1006.0,33.5,12.333333333333334,0.0,52.458333333333336,5.333333333333333,1003.0,25.166666666666668,19.583333333333332,0.0,48.375,6.0,1027.8333333333333,12,10000.0,19,50,3,59.99,1643.7083333333333,1576.84,31.54,Overcast,Sunny,Clear,0,gas,female,proactive,4,1,1
79.5,8.5,0.025,71.5,5.25,1009.0,31.958333333333332,8.583333333333334,0.0,46.5,6.0,1034.875,41.666666666666664,9.583333333333334,0.0,62.25,6.0,1015.5833333333334,6,10000.0,17,54,26,54.72,1789.0833333333333,1155.04,23.1,Clear,Partly cloudy,Sunny,0,gas,male,conservative,9,1,0
38.0,7.25,0.0,81.75,6.0,1016.0,33.083333333333336,8.166666666666666,0.0,53.416666666666664,4.208333333333333,1014.0833333333334,30.291666666666668,10.5,0.0,89.16666666666667,5.375,1015.0833333333334,10,3000.0,20,51,16,53.06,1534.9583333333333,444.02,8.88,Partly cloudy,Partly cloudy,Overcast,1,Unknown,male,conservative,6,0,1
55.75,4.25,0.0,66.0,3.5,1011.25,25.416666666666668,4.0,0.0,77.875,5.333333333333333,1027.5,51.166666666666664,10.5,0.0,64.875,6.0,1027.3333333333333,10,10000.0,25,49,6,57.92,1741.0,863.47,17.27,Mist,Sunny,Clear,0,diesel,male,proactive,8,1,0
54.5,5.5,0.025,88.5,5.0,1017.75,19.041666666666668,3.7083333333333335,0.0,74.25,5.791666666666667,1018.0,25.708333333333332,10.333333333333334,0.0,84.5,4.916666666666667,1011.2916666666666,8,3000.0,16,46,15,57.23,1843.8333333333333,271.3,5.43,Moderate rain,Sunny,Overcast,1,gas,female,proactive,4,0,1
73.0,9.25,0.0,78.5,6.0,1011.0,47.958333333333336,5.458333333333333,0.0,77.54166666666667,6.0,1015.0,15.333333333333334,8.208333333333334,0.0,49.666666666666664,5.833333333333333,1020.9583333333334,8,3000.0,22,50,8,59.59,1734.125,1282.24,25.64,Light rain shower,Sunny,Clear,1,diesel,female,proactive,4,1,0
62.75,7.5,0.0,64.75,6.0,1010.5,30.083333333333332,4.166666666666667,0.0,96.41666666666667,2.5833333333333335,1004.25,32.75,9.458333333333334,0.0,51.375,6.0,1017.0,9,15000.0,17,45,2,61.28,625.0416666666666,4694.11,93.88,Clear,Heavy snow,Clear,1,gas,male,proactive,7,1,0
54.5,7.0,0.0,82.75,3.5,1019.0,36.041666666666664,8.958333333333334,0.0,81.79166666666667,6.0,1008.5,33.666666666666664,5.083333333333333,0.0,79.45833333333333,5.333333333333333,1012.9166666666666,8,15000.0,21,39,4,47.15,1794.6666666666667,427.86,8.56,Mist,Clear,Clear,0,gas,male,conservative,2,0,1
28.75,7.5,0.0,64.0,6.0,1027.25,9.5,13.375,0.0,46.791666666666664,6.0,1024.4166666666667,13.041666666666666,11.75,0.0,39.458333333333336,6.0,1024.9166666666667,7,3000.0,24,45,11,45.3,1812.875,33.84,0.68,Clear,Partly cloudy,Partly cloudy,1,diesel,male,conservative,6,0,0
30.0,5.0,0.0,74.0,6.0,1012.75,40.208333333333336,13.0,0.0,59.416666666666664,5.583333333333333,1002.9166666666666,71.95833333333333,3.875,0.004166666666666667,87.125,5.625,1018.6666666666666,9,6000.0,19,50,8,57.66,1863.0416666666667,1903.36,38.07,Clear,Partly cloudy,Light rain shower,1,gas,male,proactive,7,1,1
64.5,5.5,0.07500000000000001,84.75,2.75,1017.5,33.666666666666664,5.083333333333333,0.0,79.45833333333333,5.333333333333333,1012.9166666666666,39.083333333333336,6.333333333333333,0.0,69.125,6.0,1010.875,9,4000.0,19,51,12,57.94,1503.2083333333333,657.63,13.15,Torrential rain shower,Clear,Cloudy,1,gas,male,proactive,4,0,0
72.75,7.75,0.0,76.75,6.0,1013.25,45.041666666666664,2.4166666666666665,0.0,81.125,6.0,1021.2916666666666,44.375,11.25,0.0,97.0,6.0,1010.5833333333334,13,4000.0,24,49,22,35.58,1806.5,837.61,16.75,Cloudy,Clear,Overcast,1,diesel,male,conservative,9,1,0
69.5,3.75,0.025,76.0,5.0,1013.75,25.791666666666668,13.041666666666666,0.004166666666666667,84.04166666666667,2.9166666666666665,1011.5,16.958333333333332,6.916666666666667,0.0,80.58333333333333,6.0,1032.0416666666667,11,3000.0,24,37,3,49.3,730.7916666666666,1120.7,22.41,Cloudy,Blizzard,Sunny,1,diesel,male,conservative,8,1,0
35.25,6.0,0.0,74.75,6.0,1015.75,-2.2083333333333335,7.125,0.0,90.125,5.625,1025.6666666666667,1.625,7.541666666666667,0.0,90.375,4.291666666666667,1026.0,7,4000.0,19,55,14,55.7,1811.25,406.64,8.13,Sunny,Light snow,Clear,1,gas,male,proactive,6,0,0
71.5,10.0,0.0,64.5,6.0,1011.5,30.916666666666668,5.0,0.0,35.208333333333336,6.0,1029.9166666666667,43.375,12.958333333333334,0.0,84.375,3.7083333333333335,1009.375,10,6000.0,15,50,10,61.65,1793.125,674.53,13.49,Partly cloudy,Partly cloudy,Light drizzle,1,gas,male,proactive,3,0,0
52.5,5.0,0.0,88.0,5.0,1015.5,13.875,13.541666666666666,0.012500000000000002,89.5,3.5416666666666665,1023.875,27.041666666666668,7.291666666666667,0.0,69.70833333333333,5.166666666666667,1023.3333333333334,10,15000.0,26,50,17,45.29,1386.8333333333333,1014.75,20.3,Overcast,Blizzard,Overcast,1,diesel,male,conservative,6,1,1
75.0,6.5,0.0,20.25,6.0,1013.5,32.75,9.458333333333334,0.0,51.375,6.0,1017.0,-4.625,2.2916666666666665,0.0,83.875,6.0,1025.8333333333333,12,3000.0,25,47,9,35.86,1757.4583333333333,930.89,18.62,Clear,Clear,Cloudy,1,diesel,male,conservative,8,1,1
38.5,3.0,0.0,76.75,6.0,1024.0,26.208333333333332,7.708333333333333,0.0,42.0,6.0,1023.25,41.875,4.041666666666667,0.0,30.625,6.0,1020.2083333333334,10,3000.0,26,43,6,64.11,1745.75,770.99,15.42,Patchy rain possible,Sunny,Partly cloudy,1,diesel,male,proactive,8,0,0
45.75,6.75,0.0,76.0,5.0,1012.75,28.583333333333332,7.875,0.0,89.08333333333333,5.833333333333333,1024.0416666666667,72.125,4.333333333333333,0.012500000000000002,85.66666666666667,5.458333333333333,1019.375,7,6000.0,28,42,14,62.65,1728.0833333333333,1793.17,35.86,Moderate or heavy snow showers,Sunny,Moderate or heavy rain shower,1,diesel,male,proactive,4,1,0
52.5,7.25,0.0,67.0,4.5,1014.5,13.875,13.541666666666666,0.012500000000000002,89.5,3.5416666666666665,1023.875,29.416666666666668,6.791666666666667,0.0,88.75,4.458333333333333,1030.0833333333333,8,4000.0,21,50,10,45.85,1378.5,1050.84,21.02,Moderate snow,Blizzard,Heavy snow,1,gas,male,conservative,3,1,0
38.0,6.0,0.0,71.0,6.0,1019.5,35.333333333333336,10.625,0.0,79.83333333333333,6.0,1025.7916666666667,26.041666666666668,10.5,0.0,80.625,5.25,1027.4166666666667,8,3000.0,18,40,5,64.71,1797.7083333333333,211.56,4.23,Clear,Light snow,Light snow,1,gas,male,Unknown,3,0,0
57.5,3.25,0.0,73.5,4.5,1025.25,39.041666666666664,4.583333333333333,0.0,67.5,6.0,1011.2083333333334,38.125,7.458333333333333,0.004166666666666667,68.75,5.833333333333333,1010.4583333333334,10,20000.0,24,45,8,60.53,1819.75,428.56,8.57,Sunny,Clear,Sunny,1,diesel,male,proactive,7,0,0
32.0,10.5,0.0,82.0,6.0,1021.25,27.958333333333332,6.0,0.0,92.375,3.75,1025.625,32.333333333333336,5.541666666666667,0.0,80.83333333333333,6.0,1032.0,9,4000.0,23,48,17,56.82,1147.0,786.66,15.73,Clear,Overcast,Overcast,1,diesel,male,proactive,4,0,1
77.0,11.75,0.0,82.0,6.0,1012.25,24.333333333333332,16.875,0.0,89.5,2.2916666666666665,1015.5,30.125,13.75,0.020833333333333332,91.79166666666667,4.0,1017.5,8,15000.0,14,50,6,59.91,356.5,287.28,5.75,Partly cloudy,Heavy snow,Moderate rain,1,gas,male,proactive,7,0,0
62.0,3.0,0.0,82.0,6.0,1015.0,19.5,5.666666666666667,0.0,92.625,5.791666666666667,1030.4166666666667,49.375,6.291666666666667,0.0,41.166666666666664,6.0,1023.1666666666666,8,4000.0,24,42,6,37.74,1543.25,657.5,13.15,Clear,Partly cloudy,Clear,1,diesel,male,conservative,4,0,0
51.25,7.75,0.0,81.0,6.0,1016.0,55.354166666666664,5.3125,0.0,55.0,6.0,1025.6041666666667,21.041666666666668,7.333333333333333,0.0,44.041666666666664,6.0,1044.1666666666667,11,3000.0,21,43,6,60.19,1713.12,349.44,6.99,Clear,Partly cloudy,Clear,1,diesel,male,proactive,2,0,0
77.75,8.0,0.0,40.25,6.0,1012.25,13.666666666666666,12.583333333333334,0.0,59.208333333333336,6.0,1031.1666666666667,72.83333333333333,15.25,0.0,68.83333333333333,6.0,1018.3333333333334,9,3000.0,25,40,7,44.32,1750.4166666666667,1900.97,38.02,Sunny,Partly cloudy,Clear,0,diesel,male,conservative,3,1,0
65.0,8.5,0.0,85.75,6.0,1013.25,11.5,10.625,0.0,95.33333333333333,5.416666666666667,1009.9166666666666,49.083333333333336,10.416666666666666,0.0,94.16666666666667,5.791666666666667,1003.8333333333334,11,4000.0,28,50,9,63.54,1602.5,330.15,6.6,Cloudy,Ice pellets,Cloudy,1,diesel,male,Unknown,8,0,0
53.0,6.75,0.0,53.5,6.0,1017.25,35.375,13.166666666666666,0.0,53.333333333333336,6.0,1017.5416666666666,17.083333333333332,5.458333333333333,0.0,68.375,6.0,1031.4583333333333,6,15000.0,14,44,11,43.81,1764.6666666666667,892.17,17.84,Sunny,Sunny,Partly cloudy,1,gas,male,conservative,8,1,0
54.25,3.75,0.025,64.0,5.25,1025.75,35.458333333333336,13.875,0.016666666666666666,88.79166666666667,2.9166666666666665,1007.4583333333334,30.833333333333332,6.375,0.04583333333333334,94.70833333333333,2.2916666666666665,1014.4583333333334,6,3000.0,26,47,9,59.3,753.0833333333334,439.0,8.78,Clear,Overcast,Heavy snow,1,diesel,male,proactive,3,0,0
59.5,9.25,0.0,47.25,6.0,1009.5,24.875,8.166666666666666,0.0,45.166666666666664,6.0,1019.125,19.208333333333332,15.375,0.008333333333333333,90.125,3.0416666666666665,1008.6666666666666,10,6000.0,16,51,17,47.02,1749.3333333333333,985.52,19.71,Sunny,Overcast,Blizzard,1,gas,female,conservative,8,1,1
42.0,6.0,0.0,76.5,6.0,1012.0,27.208333333333332,13.875,0.012500000000000002,89.83333333333333,0.5,1009.0416666666666,28.708333333333332,9.0,0.025000000000000005,72.54166666666667,4.916666666666667,1026.25,10,3000.0,16,40,2,43.79,214.58333333333334,1018.36,20.37,Clear,Blizzard,Overcast,1,gas,male,conservative,2,1,0
49.25,9.0,0.0,58.0,6.0,1016.0,19.041666666666668,3.7083333333333335,0.0,74.25,5.791666666666667,1018.0,16.833333333333332,15.916666666666666,0.012500000000000002,89.91666666666667,2.4583333333333335,1010.0416666666666,7,3000.0,13,40,3,41.24,1843.8333333333333,710.27,14.21,Sunny,Sunny,Heavy snow,1,gas,male,conservative,7,0,0
39.0,13.0,0.0,85.0,3.5,1008.75,13.875,13.541666666666666,0.012500000000000002,89.5,3.5416666666666665,1023.875,23.333333333333332,18.875,0.0,66.29166666666667,4.625,1024.8333333333333,10,3000.0,13,47,17,60.75,1378.5,433.01,8.66,Blizzard,Blizzard,Clear,1,gas,male,proactive,8,0,1
91.0,4.0,0.0,50.0,6.0,1009.0,44.416666666666664,18.291666666666668,0.0,75.95833333333333,4.625,1011.1666666666666,41.791666666666664,5.583333333333333,0.0,34.625,6.0,1027.625,9,6000.0,24,49,14,64.97,1363.5,1155.04,23.1,Sunny,Overcast,Clear,0,diesel,male,Unknown,8,1,0
35.25,15.5,0.05,81.25,3.25,1013.5,31.125,10.625,0.0375,74.33333333333333,4.041666666666667,1022.75,32.291666666666664,11.0,0.041666666666666664,77.66666666666667,4.291666666666667,1021.5833333333334,9,6000.0,19,52,20,50.38,1225.4166666666667,33.84,0.68,Blizzard,Heavy snow,Ice pellets,1,gas,female,conservative,7,0,0
40.0,7.5,0.0,58.25,6.0,1013.75,25.916666666666668,13.958333333333334,0.025000000000000005,93.70833333333333,2.0,1014.3333333333334,28.625,15.083333333333334,0.020833333333333332,93.16666666666667,1.875,1011.4583333333334,13,3000.0,17,45,12,60.67,397.5416666666667,174.94,3.5,Clear,Blizzard,Blizzard,1,gas,male,proactive,8,0,0
53.5,6.75,0.0,70.5,6.0,1025.25,41.875,4.041666666666667,0.0,30.625,6.0,1020.2083333333334,38.958333333333336,12.666666666666666,0.0,56.708333333333336,6.0,1021.5,10,6000.0,25,43,12,59.66,1798.5833333333333,1177.33,23.55,Overcast,Partly cloudy,Sunny,1,diesel,male,proactive,6,1,1
71.5,7.25,0.0,51.5,6.0,1009.5,55.0,4.75,0.0,47.5,6.0,1026.3333333333333,18.958333333333332,2.5833333333333335,0.0,56.75,6.0,1031.3333333333333,7,3000.0,25,49,15,51.65,1807.75,1019.41,20.39,Overcast,Partly cloudy,Sunny,1,diesel,male,conservative,6,1,0
52.5,5.25,0.0,78.25,6.0,1022.0,18.875,12.75,0.0,80.41666666666667,2.7083333333333335,1015.75,40.75,6.041666666666667,0.0,64.375,6.0,1020.375,11,3000.0,26,37,7,59.53,982.375,439.82,8.8,Clear,Moderate snow,Clear,1,diesel,male,proactive,2,0,1
61.5,8.0,0.0,89.75,4.0,1013.25,21.291666666666668,5.041666666666667,0.0,72.41666666666667,6.0,1021.625,25.375,6.458333333333333,0.0,79.375,6.0,1022.9583333333334,9,4000.0,19,47,6,36.26,1763.9583333333333,6837.65,136.75,Mist,Sunny,Partly cloudy,1,diesel,male,conservative,4,1,1
42.75,10.5,0.0,34.25,6.0,1026.5,10.5,9.25,0.004166666666666667,74.375,4.333333333333333,1028.0416666666667,17.541666666666668,9.625,0.004166666666666667,86.54166666666667,3.7083333333333335,1021.7916666666666,13,3000.0,25,60,23,43.66,1694.0,229.76,4.6,Clear,Heavy snow,Heavy snow,1,diesel,male,conservative,9,0,1
62.5,9.75,0.0,66.0,6.0,1017.5,28.666666666666668,7.541666666666667,0.0,56.375,6.0,1038.4166666666667,22.458333333333332,5.875,0.0,48.166666666666664,6.0,1036.125,9,4000.0,17,53,11,62.33,1784.1666666666667,286.8,5.74,Clear,Sunny,Sunny,1,gas,male,proactive,6,0,0
52.0,8.5,0.0,94.5,4.0,1013.75,-3.0416666666666665,15.083333333333334,0.0,75.375,6.0,1022.5,35.875,1.625,0.0,93.625,5.291666666666667,1005.9166666666666,9,6000.0,21,52,21,45.41,1806.4166666666667,5315.1,106.3,Light drizzle,Overcast,Light rain,1,diesel,male,conservative,4,1,1
76.0,5.5,0.0,47.0,6.0,1016.75,29.291666666666668,7.208333333333333,0.0,90.45833333333333,4.416666666666667,1024.1666666666667,28.166666666666668,7.541666666666667,0.0,60.166666666666664,4.791666666666667,1024.25,8,10000.0,24,47,9,60.34,1700.5416666666667,186.02,3.72,Clear,Moderate or heavy snow showers,Sunny,1,diesel,male,proactive,8,0,0
65.75,3.75,0.025,93.75,3.75,1013.5,47.833333333333336,9.041666666666666,0.04583333333333334,85.58333333333333,4.958333333333333,1005.0833333333334,54.625,10.25,0.020833333333333332,75.875,5.416666666666667,1007.2916666666666,8,4000.0,25,42,8,29.32,1781.2083333333333,110.4,2.21,Moderate or heavy rain shower,Moderate rain,Clear,1,diesel,male,conservative,3,0,0
61.5,3.0,0.0,87.75,4.5,1013.0,29.666666666666668,12.916666666666666,0.03333333333333333,86.45833333333333,3.75,1013.0416666666666,30.5,10.875,0.0,80.29166666666667,3.25,1012.5416666666666,7,15000.0,17,46,12,44.43,1116.9166666666667,713.2,14.26,Clear,Blizzard,Blizzard,0,gas,male,conservative,6,0,0
